[2020-11-18 04:02:11]	select * from _tbl_store_types where IsActive='1'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTVAS00046'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTMAR00050'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTMAR00051'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTANJ00060'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTANJ00061'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTANJ00062'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTMAR00052'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTNAV00053'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTSHE00009'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTPRE00018'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTDAR00069'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTJAY00070'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTBHA00072'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTHAL00071'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTKCC00074'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTPRE00019'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTSTE00005'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTSHE00010'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTPRE00020'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTPRE00021'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTSHE00011'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTPRE00022'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTPRE00023'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `Position`='R' and `ParentCode`='WT000001'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTSTE00003'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTSTE00006'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTSHE00012'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTPRE00024'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTPRE00025'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTSHE00013'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTPRE00026'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTPRE00027'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTSTE00007'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTSHE00014'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTPRE00028'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTPRE00029'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTBAB00056'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTSAN00057'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTMOH00064'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTAYU00065'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTFOU00067'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTHUM00066'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTAMR00068'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTSHE00015'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTPRE00030'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTSEL00047'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTSEL00048'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTSEL00049'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTMAD00055'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTKAR00058'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTVIN00073'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTSHI00076'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTVIN00075'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTGEE00059'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTCHA00063'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTPRE00031'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTSEL00039'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTSEE00040'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTMUR00041'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTCAT00045'
[2020-11-18 10:00:53]	select * from _tbl_orders where MemberID='1'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `Position`='L' and `ParentCode`='WTSTE00002'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTSTE00004'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTSHE00008'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTPRE00016'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTFAT00032'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTFAT00034'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTNOO00036'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTFAT00035'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTNAN00054'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTKEM00033'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTKEM00037'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTRAJ00042'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTEBI00043'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTRAM00044'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTKEM00038'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTPRE00017'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTVAS00046'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTMAR00050'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTMAR00051'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTANJ00060'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTANJ00061'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTANJ00062'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTMAR00052'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTNAV00053'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTSHE00009'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTPRE00018'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTDAR00069'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTJAY00070'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTBHA00072'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTHAL00071'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTKCC00074'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTPRE00019'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `Position`='R' and `ParentCode`='WTSTE00002'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTSTE00005'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTSHE00010'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTPRE00020'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTPRE00021'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTSHE00011'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTPRE00022'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTPRE00023'
[2020-11-18 10:00:53]	select * from _tbl_orders where MemberID='185'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `Position`='L' and `ParentCode`='WTSTE00003'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTSTE00006'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTSHE00012'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTPRE00024'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTPRE00025'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTSHE00013'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTPRE00026'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTPRE00027'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `Position`='R' and `ParentCode`='WTSTE00003'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTSTE00007'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTSHE00014'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTPRE00028'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTPRE00029'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTBAB00056'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTSAN00057'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTMOH00064'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTAYU00065'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTFOU00067'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTHUM00066'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTAMR00068'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTSHE00015'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTPRE00030'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTSEL00047'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTSEL00048'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTSEL00049'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTMAD00055'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTKAR00058'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTVIN00073'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTSHI00076'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTVIN00075'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTGEE00059'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTCHA00063'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTPRE00031'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTSEL00039'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTSEE00040'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTMUR00041'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTCAT00045'
[2020-11-18 10:00:53]	select * from _tbl_orders where MemberID='186'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `Position`='L' and `ParentCode`='WTSTE00004'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTSHE00008'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTPRE00016'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTFAT00032'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTFAT00034'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTNOO00036'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTFAT00035'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTNAN00054'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTKEM00033'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTKEM00037'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTRAJ00042'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTEBI00043'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTRAM00044'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTKEM00038'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTPRE00017'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTVAS00046'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTMAR00050'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTMAR00051'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTANJ00060'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTANJ00061'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTANJ00062'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTMAR00052'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTNAV00053'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `Position`='R' and `ParentCode`='WTSTE00004'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTSHE00009'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTPRE00018'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTDAR00069'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTJAY00070'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTBHA00072'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTHAL00071'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTKCC00074'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTPRE00019'
[2020-11-18 10:00:53]	select * from _tbl_orders where MemberID='187'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `Position`='L' and `ParentCode`='WTSTE00005'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTSHE00010'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTPRE00020'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTPRE00021'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `Position`='R' and `ParentCode`='WTSTE00005'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTSHE00011'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTPRE00022'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTPRE00023'
[2020-11-18 10:00:53]	select * from _tbl_orders where MemberID='188'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `Position`='L' and `ParentCode`='WTSTE00006'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTSHE00012'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTPRE00024'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTPRE00025'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `Position`='R' and `ParentCode`='WTSTE00006'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTSHE00013'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTPRE00026'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTPRE00027'
[2020-11-18 10:00:53]	select * from _tbl_orders where MemberID='189'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `Position`='L' and `ParentCode`='WTSTE00007'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTSHE00014'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTPRE00028'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTPRE00029'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTBAB00056'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTSAN00057'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTMOH00064'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTAYU00065'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTFOU00067'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTHUM00066'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTAMR00068'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `Position`='R' and `ParentCode`='WTSTE00007'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTSHE00015'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTPRE00030'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTSEL00047'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTSEL00048'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTSEL00049'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTMAD00055'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTKAR00058'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTVIN00073'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTSHI00076'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTVIN00075'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTGEE00059'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTCHA00063'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTPRE00031'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTSEL00039'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTSEE00040'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTMUR00041'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTCAT00045'
[2020-11-18 10:00:53]	select * from _tbl_orders where MemberID='190'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `Position`='L' and `ParentCode`='WTSHE00008'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTPRE00016'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTFAT00032'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTFAT00034'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTNOO00036'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTFAT00035'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTNAN00054'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTKEM00033'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTKEM00037'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTRAJ00042'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTEBI00043'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTRAM00044'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTKEM00038'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `Position`='R' and `ParentCode`='WTSHE00008'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTPRE00017'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTVAS00046'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTMAR00050'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTMAR00051'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTANJ00060'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTANJ00061'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTANJ00062'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTMAR00052'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTNAV00053'
[2020-11-18 10:00:53]	select * from _tbl_orders where MemberID='191'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `Position`='L' and `ParentCode`='WTSHE00009'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTPRE00018'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTDAR00069'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTJAY00070'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTBHA00072'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTHAL00071'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTKCC00074'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `Position`='R' and `ParentCode`='WTSHE00009'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTPRE00019'
[2020-11-18 10:00:53]	select * from _tbl_orders where MemberID='192'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `Position`='L' and `ParentCode`='WTSHE00010'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTPRE00020'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `Position`='R' and `ParentCode`='WTSHE00010'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTPRE00021'
[2020-11-18 10:00:53]	select * from _tbl_orders where MemberID='193'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `Position`='L' and `ParentCode`='WTSHE00011'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTPRE00022'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `Position`='R' and `ParentCode`='WTSHE00011'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTPRE00023'
[2020-11-18 10:00:53]	select * from _tbl_orders where MemberID='194'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `Position`='L' and `ParentCode`='WTSHE00012'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTPRE00024'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `Position`='R' and `ParentCode`='WTSHE00012'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTPRE00025'
[2020-11-18 10:00:53]	select * from _tbl_orders where MemberID='195'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `Position`='L' and `ParentCode`='WTSHE00013'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTPRE00026'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `Position`='R' and `ParentCode`='WTSHE00013'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTPRE00027'
[2020-11-18 10:00:53]	select * from _tbl_orders where MemberID='196'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `Position`='L' and `ParentCode`='WTSHE00014'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTPRE00028'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `Position`='R' and `ParentCode`='WTSHE00014'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTPRE00029'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTBAB00056'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTSAN00057'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTMOH00064'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTAYU00065'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTFOU00067'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTHUM00066'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTAMR00068'
[2020-11-18 10:00:53]	select * from _tbl_orders where MemberID='197'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `Position`='L' and `ParentCode`='WTSHE00015'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTPRE00030'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTSEL00047'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTSEL00048'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTSEL00049'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTMAD00055'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTKAR00058'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTVIN00073'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTSHI00076'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTVIN00075'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTGEE00059'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTCHA00063'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `Position`='R' and `ParentCode`='WTSHE00015'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTPRE00031'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTSEL00039'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTSEE00040'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTMUR00041'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTCAT00045'
[2020-11-18 10:00:53]	select * from _tbl_orders where MemberID='198'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `Position`='L' and `ParentCode`='WTPRE00016'
[2020-11-18 10:00:53]	select * from `_tblPlacements` where `ParentCode`='WTFAT00032'
